age,agedef,c_birth,unit,sex,geo\time	2016 	2015 	2014 	2013 
Y90-94,COMPLET,TOTAL,NR,M,SI	5 	4 	0 	5 
Y90-94,COMPLET,TOTAL,NR,M,UK	93 	163 	15 	456 
Y90-94,COMPLET,TOTAL,NR,T,AT	58 	53 	54 	53 
Y90-94,COMPLET,TOTAL,NR,T,BE	60 	63 	70 	58 
Y90-94,COMPLET,TOTAL,NR,T,BG	0 	8 	7 p	17 p
Y90-94,COMPLET,TOTAL,NR,T,EL	50 	50 	49 	35 
Y90-94,COMPLET,TOTAL,NR,T,ES	374 	336 	352 	234 
Y90-94,COMPLET,TOTAL,NR,T,FI	7 	10 	9 	5 
Y90-94,COMPLET,TOTAL,NR,T,HR	19 	17 	14.0 	10.0 
Y90-94,COMPLET,TOTAL,NR,T,IE	130 	79 	146 	108 
Y90-94,COMPLET,TOTAL,NR,T,IS	1 	2 	0 	0 
Y90-94,COMPLET,TOTAL,NR,T,IT	148 	139 	130 	108 
Y90-94,COMPLET,TOTAL,NR,T,LT	3 	6 	4 	5 
Y90-94,COMPLET,TOTAL,NR,T,LU	6 	: 	: 	9 
Y90-94,COMPLET,TOTAL,NR,T,MT	11 	11 	8 	5 
Y90-94,COMPLET,TOTAL,NR,T,NO	12 	8 	12 	3 
Y90-94,COMPLET,TOTAL,NR,T,PL	115 ep	220 p	153 p	211 
Y90-94,COMPLET,TOTAL,NR,T,RO	20 	14 	7 	11 
Y90-94,COMPLET,TOTAL,NR,T,SE	24 	28 	21 	32 
Y90-94,COMPLET,TOTAL,NR,T,SI	9 	8 	6 	13 
Y90-94,COMPLET,TOTAL,NR,T,UK	218 	785 	381 	765 
Y90-94,COMPLET,UNK,NR,F,AT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,BE	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,BG	0 	0 	0 p	0 p
Y90-94,COMPLET,UNK,NR,F,EL	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,ES	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,FI	1 	0 	0 	1 
Y90-94,COMPLET,UNK,NR,F,HR	0 	0 	0.0 	0.0 
Y90-94,COMPLET,UNK,NR,F,IE	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,IS	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,IT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,LT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,LU	0 	: 	: 	0 
Y90-94,COMPLET,UNK,NR,F,MT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,NO	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,PL	6 ep	0 p	0 p	0 
Y90-94,COMPLET,UNK,NR,F,RO	0 	5 	0 	2 
Y90-94,COMPLET,UNK,NR,F,SE	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,SI	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,F,UK	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,AT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,BE	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,BG	0 	0 	0 p	0 p
Y90-94,COMPLET,UNK,NR,M,EL	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,ES	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,FI	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,HR	0 	0 	0.0 	0.0 
Y90-94,COMPLET,UNK,NR,M,IE	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,IS	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,IT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,LT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,LU	0 	: 	: 	0 
Y90-94,COMPLET,UNK,NR,M,MT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,NO	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,PL	0 ep	4 p	0 p	0 
Y90-94,COMPLET,UNK,NR,M,RO	2 	1 	0 	1 
Y90-94,COMPLET,UNK,NR,M,SE	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,SI	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,M,UK	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,AT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,BE	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,BG	0 	0 	0 p	0 p
Y90-94,COMPLET,UNK,NR,T,EL	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,ES	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,FI	1 	0 	0 	1 
Y90-94,COMPLET,UNK,NR,T,HR	0 	0 	0.0 	0.0 
Y90-94,COMPLET,UNK,NR,T,IE	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,IS	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,IT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,LT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,LU	0 	: 	: 	0 
Y90-94,COMPLET,UNK,NR,T,MT	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,NO	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,PL	6 ep	4 p	0 p	0 
Y90-94,COMPLET,UNK,NR,T,RO	2 	6 	0 	3 
Y90-94,COMPLET,UNK,NR,T,SE	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,SI	0 	0 	0 	0 
Y90-94,COMPLET,UNK,NR,T,UK	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,BE	0 	0 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,BG	0 	: 	0 	0 p
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,CH	0 	: 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,CY	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,CZ	0 	0 	1 	1 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,DE	: 	: 	: 	1 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,DK	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,EE	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,ES	: 	: 	0 	1 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,FI	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,FR	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,HR	1 	0 	2 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,HU	0 	0 	3 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,IS	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,IT	0 	1 	0 	1 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,LI	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,LT	0 	0 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,LU	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,LV	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,NL	0 	: 	0 	3 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,NO	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,PL	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,PT	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,SE	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,F,SK	0 	0 p	0 p	0 p
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,BE	0 	1 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,BG	0 	: 	0 	0 p
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,CH	0 	: 	0 	1 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,CY	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,CZ	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,DE	: 	: 	: 	2 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,DK	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,EE	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,ES	: 	: 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,FI	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,FR	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,HR	1 	0 	0 	1 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,HU	1 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,IS	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,IT	1 	0 	1 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,LI	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,LT	0 	0 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,LU	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,LV	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,NL	0 	: 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,NO	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,PL	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,PT	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,SE	0 	2 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,M,SK	0 	0 p	0 p	0 p
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,BE	0 	1 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,BG	0 	: 	0 	0 p
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,CH	0 	: 	0 	1 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,CY	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,CZ	0 	0 	1 	1 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,DE	: 	: 	: 	3 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,DK	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,EE	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,ES	: 	: 	0 	1 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,FI	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,FR	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,HR	2 	0 	2 	1 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,HU	1 	0 	3 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,IS	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,IT	1 	1 	1 	1 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,LI	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,LT	0 	0 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,LU	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,LV	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,NL	0 	: 	0 	3 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,NO	0 	0 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,PL	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,PT	: 	: 	: 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,SE	0 	2 	0 	0 
Y90-94,REACH,CC5_13_FOR_X_IS,NR,T,SK	0 	0 p	0 p	0 p
Y90-94,REACH,CC5_15_FOR,NR,F,BE	0 	0 	2 	1 
Y90-94,REACH,CC5_15_FOR,NR,F,BG	0 	0 p	0 p	0 
Y90-94,REACH,CC5_15_FOR,NR,F,CH	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,CY	0 	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,F,CZ	0 	0 	1 	1 
Y90-94,REACH,CC5_15_FOR,NR,F,DE	4 be	1 	5 	: 
Y90-94,REACH,CC5_15_FOR,NR,F,DK	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,EE	0 	0 b	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,ES	0 	3 	0 	1 
Y90-94,REACH,CC5_15_FOR,NR,F,FI	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,FR	0 	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,F,HR	1 	0 	2 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,HU	0 	0 	3 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,IS	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,IT	5 	2 	3 	2 
Y90-94,REACH,CC5_15_FOR,NR,F,LI	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,LT	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,LU	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,LV	0 	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,F,NL	0 	0 	0 	3 
Y90-94,REACH,CC5_15_FOR,NR,F,NO	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,PL	0 ep	0 p	0 p	: 
Y90-94,REACH,CC5_15_FOR,NR,F,PT	0 e	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,F,SE	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,F,SK	0 	0 p	0 p	0 p
Y90-94,REACH,CC5_15_FOR,NR,M,BE	0 	1 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,BG	0 	0 p	0 p	0 
Y90-94,REACH,CC5_15_FOR,NR,M,CH	0 	1 	0 	1 
Y90-94,REACH,CC5_15_FOR,NR,M,CY	0 	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,M,CZ	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,DE	1 be	2 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,M,DK	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,EE	0 	0 b	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,ES	0 	1 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,FI	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,FR	0 	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,M,HR	1 	0 	0 	1 
Y90-94,REACH,CC5_15_FOR,NR,M,HU	1 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,IS	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,IT	3 	0 	3 	2 
Y90-94,REACH,CC5_15_FOR,NR,M,LI	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,LT	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,LU	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,LV	0 	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,M,NL	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,NO	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,PL	0 ep	0 p	0 p	: 
Y90-94,REACH,CC5_15_FOR,NR,M,PT	0 e	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,M,SE	0 	2 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,M,SK	0 	0 p	0 p	0 p
Y90-94,REACH,CC5_15_FOR,NR,T,BE	0 	1 	2 	1 
Y90-94,REACH,CC5_15_FOR,NR,T,BG	0 	0 p	0 p	0 
Y90-94,REACH,CC5_15_FOR,NR,T,CH	0 	1 	0 	1 
Y90-94,REACH,CC5_15_FOR,NR,T,CY	0 	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,T,CZ	0 	0 	1 	1 
Y90-94,REACH,CC5_15_FOR,NR,T,DE	5 be	3 	5 	: 
Y90-94,REACH,CC5_15_FOR,NR,T,DK	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,T,EE	0 	0 b	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,T,ES	0 	4 	0 	1 
Y90-94,REACH,CC5_15_FOR,NR,T,FI	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,T,FR	0 	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,T,HR	2 	0 	2 	1 
Y90-94,REACH,CC5_15_FOR,NR,T,HU	1 	0 	3 	0 
Y90-94,REACH,CC5_15_FOR,NR,T,IS	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,T,IT	8 	2 	6 	4 
Y90-94,REACH,CC5_15_FOR,NR,T,LI	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,T,LT	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,T,LU	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,T,LV	0 	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,T,NL	0 	0 	0 	3 
Y90-94,REACH,CC5_15_FOR,NR,T,NO	0 	0 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,T,PL	0 ep	0 p	0 p	: 
Y90-94,REACH,CC5_15_FOR,NR,T,PT	0 e	0 	0 	: 
Y90-94,REACH,CC5_15_FOR,NR,T,SE	0 	2 	0 	0 
Y90-94,REACH,CC5_15_FOR,NR,T,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EFTA_FOR,NR,F,BE	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,BG	0 	0 p	0 p	0 p
Y90-94,REACH,EFTA_FOR,NR,F,CH	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,CY	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,CZ	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,DE	3 be	1 	3 	3 
Y90-94,REACH,EFTA_FOR,NR,F,DK	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,EE	0 	0 b	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,ES	3 	7 	7 	3 
Y90-94,REACH,EFTA_FOR,NR,F,FI	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,FR	0 	0 	5 	0 
Y90-94,REACH,EFTA_FOR,NR,F,HR	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,HU	0 	1 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,IS	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,IT	2 	0 	1 	1 
Y90-94,REACH,EFTA_FOR,NR,F,LI	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,LT	0 	0 	0 	1 
Y90-94,REACH,EFTA_FOR,NR,F,LU	0 	1 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,LV	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,NL	0 	0 	0 	1 
Y90-94,REACH,EFTA_FOR,NR,F,NO	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,PL	0 ep	0 p	0 p	0 
Y90-94,REACH,EFTA_FOR,NR,F,PT	0 e	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,F,SE	0 	0 	3 	2 
Y90-94,REACH,EFTA_FOR,NR,F,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EFTA_FOR,NR,M,BE	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,BG	0 	0 p	0 p	0 p
Y90-94,REACH,EFTA_FOR,NR,M,CH	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,CY	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,CZ	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,DE	0 be	2 	1 	3 
Y90-94,REACH,EFTA_FOR,NR,M,DK	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,EE	0 	0 b	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,ES	6 	2 	5 	2 
Y90-94,REACH,EFTA_FOR,NR,M,FI	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,FR	0 	0 	0 	5 
Y90-94,REACH,EFTA_FOR,NR,M,HR	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,HU	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,IS	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,IT	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,LI	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,LT	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,LU	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,LV	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,NL	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,NO	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,PL	0 ep	0 p	0 p	0 
Y90-94,REACH,EFTA_FOR,NR,M,PT	0 e	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,M,SE	0 	3 	2 	0 
Y90-94,REACH,EFTA_FOR,NR,M,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EFTA_FOR,NR,T,BE	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,BG	0 	0 p	0 p	0 p
Y90-94,REACH,EFTA_FOR,NR,T,CH	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,CY	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,CZ	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,DE	3 be	3 	4 	6 
Y90-94,REACH,EFTA_FOR,NR,T,DK	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,EE	0 	0 b	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,ES	9 	9 	12 	5 
Y90-94,REACH,EFTA_FOR,NR,T,FI	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,FR	0 	0 	5 	5 
Y90-94,REACH,EFTA_FOR,NR,T,HR	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,HU	0 	1 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,IS	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,IT	2 	0 	1 	1 
Y90-94,REACH,EFTA_FOR,NR,T,LI	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,LT	0 	0 	0 	1 
Y90-94,REACH,EFTA_FOR,NR,T,LU	0 	1 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,LV	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,NL	0 	0 	0 	1 
Y90-94,REACH,EFTA_FOR,NR,T,NO	0 	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,PL	0 ep	0 p	0 p	0 
Y90-94,REACH,EFTA_FOR,NR,T,PT	0 e	0 	0 	0 
Y90-94,REACH,EFTA_FOR,NR,T,SE	0 	3 	5 	2 
Y90-94,REACH,EFTA_FOR,NR,T,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EU28_FOR,NR,F,BE	28 	37 	35 	35 
Y90-94,REACH,EU28_FOR,NR,F,BG	0 	0 p	1 p	1 p
Y90-94,REACH,EU28_FOR,NR,F,CH	21 	32 	21 	16 
Y90-94,REACH,EU28_FOR,NR,F,CY	0 	0 	0 	0 
Y90-94,REACH,EU28_FOR,NR,F,CZ	15 	6 	2 	7 
Y90-94,REACH,EU28_FOR,NR,F,DE	66 be	64 	56 	59 
Y90-94,REACH,EU28_FOR,NR,F,DK	3 	1 	1 	3 
Y90-94,REACH,EU28_FOR,NR,F,EE	0 	0 b	0 	0 
Y90-94,REACH,EU28_FOR,NR,F,ES	96 	81 	82 	64 
Y90-94,REACH,EU28_FOR,NR,F,FI	0 	1 	0 	0 
Y90-94,REACH,EU28_FOR,NR,F,FR	75 	44 	70 	80 
Y90-94,REACH,EU28_FOR,NR,F,HR	4 	5 	2 	1 
Y90-94,REACH,EU28_FOR,NR,F,HU	9 	8 	15 	6 
Y90-94,REACH,EU28_FOR,NR,F,IS	0 	1 	0 	0 
Y90-94,REACH,EU28_FOR,NR,F,IT	23 	16 	21 	22 
Y90-94,REACH,EU28_FOR,NR,F,LI	0 	0 	0 	0 
Y90-94,REACH,EU28_FOR,NR,F,LT	0 	0 	0 	0 
Y90-94,REACH,EU28_FOR,NR,F,LU	8 	4 	2 	7 
Y90-94,REACH,EU28_FOR,NR,F,LV	0 	0 	2 	2 
Y90-94,REACH,EU28_FOR,NR,F,NL	2 	3 	8 	3 
Y90-94,REACH,EU28_FOR,NR,F,NO	1 	2 	7 	0 
Y90-94,REACH,EU28_FOR,NR,F,PL	8 ep	39 p	34 p	55 
Y90-94,REACH,EU28_FOR,NR,F,PT	2 e	2 	0 	0 
Y90-94,REACH,EU28_FOR,NR,F,SE	10 	8 	1 	9 
Y90-94,REACH,EU28_FOR,NR,F,SK	3 	1 p	0 p	0 p
Y90-94,REACH,EU28_FOR,NR,M,BE	8 	9 	7 	11 
Y90-94,REACH,EU28_FOR,NR,M,BG	0 	0 p	1 p	2 p
Y90-94,REACH,EU28_FOR,NR,M,CH	13 	7 	17 	19 
Y90-94,REACH,EU28_FOR,NR,M,CY	0 	0 	0 	0 
Y90-94,REACH,EU28_FOR,NR,M,CZ	4 	3 	1 	5 
Y90-94,REACH,EU28_FOR,NR,M,DE	24 be	21 	14 	21 
Y90-94,REACH,EU28_FOR,NR,M,DK	2 	3 	0 	1 
Y90-94,REACH,EU28_FOR,NR,M,EE	0 	1 b	0 	0 
Y90-94,REACH,EU28_FOR,NR,M,ES	41 	49 	46 	29 
Y90-94,REACH,EU28_FOR,NR,M,FI	0 	0 	0 	0 
Y90-94,REACH,EU28_FOR,NR,M,FR	30 	29 	28 	25 
Y90-94,REACH,EU28_FOR,NR,M,HR	0 	1 	2 	1 
Y90-94,REACH,EU28_FOR,NR,M,HU	4 	1 	5 	2 
Y90-94,REACH,EU28_FOR,NR,M,IS	0 	1 	0 	0 
Y90-94,REACH,EU28_FOR,NR,M,IT	11 	5 	5 	8 
Y90-94,REACH,EU28_FOR,NR,M,LI	0 	1 	0 	0 
Y90-94,REACH,EU28_FOR,NR,M,LT	0 	0 	0 	0 
Y90-94,REACH,EU28_FOR,NR,M,LU	1 	6 	5 	2 
